City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,pontianak,-0.0333,109.3333,24.99000000000001,100,75,1.54,ID,1712856788
271,isafjordur,66.0755,-23.124,2.0200000000000387,69,100,7.2,IS,1712856788
272,papao,-17.75,-149.55,27.82000000000005,83,57,8.68,PF,1712856788
273,arauquita,7.0292,-71.4281,38.83000000000004,23,73,2.27,CO,1712856789
274,yuzhno-kurilsk,44.0306,145.8556,4.650000000000034,76,100,3.9,RU,1712856789
275,kone,-21.0595,164.8658,22.58000000000004,90,99,1.79,NC,1712856790
276,bubaque,11.2833,-15.8333,24.400000000000038,71,0,9.02,GW,1712856790
277,nouadhibou,20.931,-17.0347,23.99000000000001,64,0,7.2,MR,1712856790
278,alexandroupoli,40.8475,25.8744,21.900000000000038,40,0,5.14,GR,1712856791
279,chagoda,59.164,35.3285,8.350000000000023,56,36,4.79,RU,1712856791
280,mar del plata,-38.0023,-57.5575,13.400000000000034,64,75,3.6,AR,1712856588
281,turtas,58.9417,69.1325,-5.71999999999997,88,84,3.77,RU,1712856792
282,kurumkan,54.3,110.3,3.400000000000034,79,42,2.24,RU,1712856792
283,lillehammer,61.1146,10.4674,6.740000000000009,86,71,3.28,NO,1712856792
284,micheweni,-4.9667,39.8333,28.360000000000014,81,25,3.9,TZ,1712856793
285,hede,33.7681,120.2517,12.470000000000027,90,100,2.77,CN,1712856793
286,koungou,-12.7336,45.2042,28.840000000000032,84,0,2.06,YT,1712856793
287,selfoss,63.9331,-20.9971,5.580000000000041,98,100,4.94,IS,1712856794
288,colonia,50.9333,6.95,16.210000000000036,74,100,1.72,DE,1712856587
289,kerch,45.3583,36.4758,13.090000000000032,81,0,6.26,UA,1712856568
290,san rafael,-34.6177,-68.3301,9.090000000000032,72,100,3.6,AR,1712856795
291,christchurch,-43.5333,172.6333,11.620000000000005,95,100,6.69,NZ,1712856558
292,bengkulu,-3.8004,102.2655,25.420000000000016,92,100,1.89,ID,1712856796
293,chabahar,25.2919,60.643,27.24000000000001,64,83,2.71,IR,1712856696
